schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #193],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98593,https://github.com/ai-research/constitutional-official,20316,2026-05-15T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #194],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98594,https://github.com/ai-research/mixtureofdepths-official,39639,2026-05-29T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #195],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98595,,0,2026-08-04T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #196],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98596,https://github.com/ai-research/scalable-official,22608,2026-07-30T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #197],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98597,https://github.com/ai-research/direct-official,33024,2026-06-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #198],Tri Dao,https://paperswithcode.co/paper/98598,https://github.com/ai-research/flashattention2-official,26508,2026-04-05T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #199],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98599,https://github.com/ai-research/retrievalaugmented-official,19913,2026-03-31T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #200],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98600,,0,2026-06-06T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #201],DeepSeek-AI Team,https://paperswithcode.co/paper/98601,https://github.com/ai-research/deepseekr1-official,5860,2026-06-14T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #202]",Meta AI Research Team,https://paperswithcode.co/paper/98602,https://github.com/ai-research/llama-official,25859,2026-06-18T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #203],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98603,https://github.com/ai-research/qlora-official,20104,2026-04-14T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #204],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98604,https://github.com/ai-research/tree-official,40132,2026-04-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #205],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98605,,0,2026-06-01T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #206],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98606,https://github.com/ai-research/toolformer-official,15348,2026-07-04T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #207],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98607,https://github.com/ai-research/selfinstruct-official,654,2026-07-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #208],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98608,https://github.com/ai-research/constitutional-official,24318,2026-04-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #209],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98609,https://github.com/ai-research/mixtureofdepths-official,29217,2026-08-04T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #210],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98610,,0,2026-04-18T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #211],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98611,https://github.com/ai-research/scalable-official,23857,2026-05-10T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #212],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98612,https://github.com/ai-research/direct-official,13595,2026-03-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #213],Tri Dao,https://paperswithcode.co/paper/98613,https://github.com/ai-research/flashattention2-official,31530,2026-05-01T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #214],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98614,https://github.com/ai-research/retrievalaugmented-official,17201,2026-06-23T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #215],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98615,,0,2026-05-29T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #216],DeepSeek-AI Team,https://paperswithcode.co/paper/98616,https://github.com/ai-research/deepseekr1-official,25131,2026-04-06T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #217]",Meta AI Research Team,https://paperswithcode.co/paper/98617,https://github.com/ai-research/llama-official,29147,2026-05-28T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #218],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98618,https://github.com/ai-research/qlora-official,9631,2026-05-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #219],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98619,https://github.com/ai-research/tree-official,33576,2026-08-14T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #220],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98620,,0,2026-03-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #221],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98621,https://github.com/ai-research/toolformer-official,32975,2026-06-03T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #222],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98622,https://github.com/ai-research/selfinstruct-official,46124,2026-03-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #223],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98623,https://github.com/ai-research/constitutional-official,20300,2026-06-29T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #224],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98624,https://github.com/ai-research/mixtureofdepths-official,9451,2026-08-08T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #225],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98625,,0,2026-03-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #226],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98626,https://github.com/ai-research/scalable-official,10687,2026-06-09T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #227],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98627,https://github.com/ai-research/direct-official,32739,2026-08-11T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #228],Tri Dao,https://paperswithcode.co/paper/98628,https://github.com/ai-research/flashattention2-official,5534,2026-04-02T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #229],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98629,https://github.com/ai-research/retrievalaugmented-official,18587,2026-03-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #230],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98630,,0,2026-03-20T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #231],DeepSeek-AI Team,https://paperswithcode.co/paper/98631,https://github.com/ai-research/deepseekr1-official,655,2026-04-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #232]",Meta AI Research Team,https://paperswithcode.co/paper/98632,https://github.com/ai-research/llama-official,39566,2026-07-18T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #233],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98633,https://github.com/ai-research/qlora-official,47146,2026-03-03T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #234],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98634,https://github.com/ai-research/tree-official,43599,2026-07-01T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #235],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98635,,0,2026-07-07T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #236],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98636,https://github.com/ai-research/toolformer-official,45763,2026-04-18T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #237],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98637,https://github.com/ai-research/selfinstruct-official,13318,2026-05-04T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #238],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98638,https://github.com/ai-research/constitutional-official,1790,2026-08-11T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #239],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98639,https://github.com/ai-research/mixtureofdepths-official,20438,2026-04-27T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #240],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98640,,0,2026-05-23T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #241],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98641,https://github.com/ai-research/scalable-official,10135,2026-07-09T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #242],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98642,https://github.com/ai-research/direct-official,26862,2026-03-15T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #243],Tri Dao,https://paperswithcode.co/paper/98643,https://github.com/ai-research/flashattention2-official,38310,2026-04-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #244],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98644,https://github.com/ai-research/retrievalaugmented-official,27413,2026-07-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #245],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98645,,0,2026-04-11T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #246],DeepSeek-AI Team,https://paperswithcode.co/paper/98646,https://github.com/ai-research/deepseekr1-official,33326,2026-03-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #247]",Meta AI Research Team,https://paperswithcode.co/paper/98647,https://github.com/ai-research/llama-official,36820,2026-03-07T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #248],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98648,https://github.com/ai-research/qlora-official,31637,2026-02-26T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #249],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98649,https://github.com/ai-research/tree-official,32735,2026-04-29T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #250],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98650,,0,2026-04-26T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #251],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98651,https://github.com/ai-research/toolformer-official,12592,2026-03-03T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #252],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98652,https://github.com/ai-research/selfinstruct-official,18341,2026-08-08T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #253],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98653,https://github.com/ai-research/constitutional-official,34932,2026-03-21T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #254],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98654,https://github.com/ai-research/mixtureofdepths-official,21849,2026-02-18T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #255],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98655,,0,2026-03-28T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #256],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98656,https://github.com/ai-research/scalable-official,1731,2026-03-02T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #257],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98657,https://github.com/ai-research/direct-official,21166,2026-03-07T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #258],Tri Dao,https://paperswithcode.co/paper/98658,https://github.com/ai-research/flashattention2-official,33901,2026-04-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #259],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98659,https://github.com/ai-research/retrievalaugmented-official,35053,2026-05-09T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #260],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98660,,0,2026-05-14T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #261],DeepSeek-AI Team,https://paperswithcode.co/paper/98661,https://github.com/ai-research/deepseekr1-official,10241,2026-06-06T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #262]",Meta AI Research Team,https://paperswithcode.co/paper/98662,https://github.com/ai-research/llama-official,20750,2026-05-18T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #263],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98663,https://github.com/ai-research/qlora-official,3968,2026-07-26T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #264],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98664,https://github.com/ai-research/tree-official,18108,2026-03-21T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #265],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98665,,0,2026-05-06T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #266],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98666,https://github.com/ai-research/toolformer-official,32287,2026-07-19T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #267],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98667,https://github.com/ai-research/selfinstruct-official,23925,2026-05-29T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #268],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98668,https://github.com/ai-research/constitutional-official,29750,2026-05-11T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #269],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98669,https://github.com/ai-research/mixtureofdepths-official,26912,2026-02-25T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #270],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98670,,0,2026-02-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #271],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98671,https://github.com/ai-research/scalable-official,17240,2026-06-12T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #272],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98672,https://github.com/ai-research/direct-official,3163,2026-03-11T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #273],Tri Dao,https://paperswithcode.co/paper/98673,https://github.com/ai-research/flashattention2-official,17709,2026-05-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #274],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98674,https://github.com/ai-research/retrievalaugmented-official,2739,2026-05-31T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #275],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98675,,0,2026-07-28T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #276],DeepSeek-AI Team,https://paperswithcode.co/paper/98676,https://github.com/ai-research/deepseekr1-official,29345,2026-07-09T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #277]",Meta AI Research Team,https://paperswithcode.co/paper/98677,https://github.com/ai-research/llama-official,32872,2026-04-07T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #278],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98678,https://github.com/ai-research/qlora-official,33886,2026-08-10T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #279],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98679,https://github.com/ai-research/tree-official,3641,2026-02-28T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #280],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98680,,0,2026-07-10T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #281],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98681,https://github.com/ai-research/toolformer-official,9861,2026-04-07T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #282],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98682,https://github.com/ai-research/selfinstruct-official,4817,2026-04-23T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #283],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98683,https://github.com/ai-research/constitutional-official,43359,2026-06-30T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #284],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98684,https://github.com/ai-research/mixtureofdepths-official,5325,2026-05-30T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #285],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98685,,0,2026-07-07T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
